date_fraction,sp_monthly_return,monthly_inflation,bond_monthly_return,sp_annual_return,annual_inflation,bond_annual_return
1888.79,-0.001962515489,0.01176312717,0.2920833333,0.06704945858,-0.04693403398,3.505
1888.87,-0.0169517134,0.01163032393,0.2905555556,0.05418924679,-0.05869716115,3.486666667
1888.96,-0.01542620865,0,0.2890277778,0.06528910834,-0.07032748508,3.468333333
1889.04,0.02317120623,-0.03448397326,0.2875,0.07853463163,-0.05798135209,3.45
1889.12,0.01508110687,-0.01190418286,0.2872916667,0.07008773618,-0.04788747074,3.4475
1889.21,-0.01717767296,-0.01204862526,0.2870833333,0.04726189573,-0.03598328787,3.445
1889.29,0.001713230572,0,0.286875,0.06036688698,-0.02393466261,3.4425
1889.37,0.03065958816,-0.0243900919,0.2866666667,0.08295921196,-0.02393466261,3.44
1889.46,0.02044172932,0,0.2864583333,0.09837259845,0.0129548175,3.4375
1889.54,-0.01687923598,0,0.28625,0.07407559036,0.0129548175,3.435
1889.62,0.01671855346,0,0.2860416667,0.08707191117,0.0129548175,3.4325
1889.71,0.02766139044,0.01249938821,0.2858333333,0.05019691968,0.04999216584,3.43
1889.79,-0.01482272727,0,0.285625,0.009288455922,0.04939797386,3.4275
1889.87,-0.005851851852,0,0.2854166667,-0.01755548347,0.04939797386,3.425
1889.96,-0.002180685358,0.01234613299,0.2852083333,-0.08092935341,0.02586871522,3.4225
1890.04,0.01472431078,-0.0243900919,0.285,-0.09821080534,0.01352258222,3.42
1890.12,-0.007744733581,0,0.2863888889,-0.05677569583,0.02586404887,3.436666667
1890.21,-0.004072681704,0,0.2877777778,-0.03284638925,0.03805961392,3.453333333
1890.29,0.02430555556,0,0.2891666667,-0.04339955788,0.05010721362,3.47
1890.37,0.04607297464,0.01249938821,0.2905555556,-0.03062957636,0.06201240984,3.486666667
1890.46,-0.003855278766,0,0.2919444444,-0.07703789641,0.03774789159,3.503333333
1890.54,-0.003882915173,0,0.2933333333,-0.08968093414,0.01393851251,3.52
1890.62,-0.02015643803,0.03703734834,0.2947222222,-0.0985127956,0.001742947579,3.536666667
1890.71,-0.01324707332,0.01190519622,0.2961111111,-0.04096991453,-0.03529440077,3.553333333
1890.79,-0.04166666667,0,0.2975,0.0571317903,-0.05954467922,3.57
1890.87,-0.06922572178,-0.02352925864,0.2988888889,0.1022381067,-0.05954467922,3.586666667
1890.96,-0.0194621373,0,0.3002777778,0.1598940974,-0.04851587281,3.603333333
1891.04,0.05615942029,-0.01204862526,0.3016666667,0.2133244887,-0.04851587281,3.62
1891.12,0.016184573,0.01219556505,0.3015277778,0.1790643291,-0.06178355326,3.618333333
1891.21,-0.01462585034,0.01204759969,0.3013888889,0.1680718311,-0.07397911831,3.616666667
1891.29,0.03707553708,0.01190519622,0.30125,0.1969639858,-0.112000586,3.615
1891.37,-0.0003353454058,-0.01176513004,0.3011111111,0.1614819373,-0.1372395998,3.613333333
1891.46,-0.0164983165,-0.02380937909,0.3009722222,0.1652329021,-0.1254744697,3.611666667
1891.54,-0.01271477663,-0.01219556493,0.3008333333,0.1797862755,-0.1016650907,3.61
1891.62,0.03738644305,0,0.3006944444,0.1959863108,-0.06244150381,3.608333333
1891.71,0.08485463151,-0.01234508223,0.3005555556,0.1765496271,-0.04928425763,3.606666667
1891.79,0.003439649781,0,0.3004166667,0.07026854246,-0.0369391754,3.605
1891.87,-0.01156973108,-0.01250045223,0.3002777778,0.09050133793,-0.0369391754,3.603333333
1891.96,0.03396825397,0,0.3001388889,0.1020457261,0.001535144932,3.601666667
1892.04,0.02189926063,-0.02531630571,0.3,0.06089614363,0.01419383653,3.6
1892.12,0.005192075015,0,0.3010416667,0.0607875666,0.07701043478,3.6125
1892.21,0.01426630435,-0.02597386796,0.3020833333,0.04136049456,0.08905803448,3.625
1892.29,0.00159348865,-0.01333381761,0.303125,-0.005535876335,0.09122252335,3.6375
1892.37,0.00341561939,0,0.3041666667,-0.003311097565,0.09236077603,3.65
1892.46,-0.001944943148,0,0.3052083333,-0.0914065663,0.0800156938,3.6625
1892.54,0.003485258724,0.02702802193,0.30625,-0.1327639647,0.05501585336,3.675
1892.62,0.01794975933,0.01315724618,0.3072916667,-0.2250814722,0.002346973775,3.6875
1892.71,-0.02142645314,0,0.3083333333,-0.2620364149,-0.05028425143,3.7
1892.79,0.02367244526,0,0.309375,-0.1644763834,-0.009188041479,3.7125
1892.87,-0.00002534287418,0.02597386809,0.3104166667,-0.1536656097,0.003969204704,3.725
1892.96,-0.007181328546,0.0126586916,0.3114583333,-0.1334698965,-0.04797853135,3.7375
1893.04,0.02179068361,0.03750029254,0.3125,-0.1567407926,-0.07397104056,3.75
1893.12,-0.01423499703,0.01204759969,0.3121527778,-0.1942778859,-0.1384982047,3.745833333
1893.21,-0.03263006655,-0.02380937909,0.3118055556,-0.1614607129,-0.1644340201,3.741666667
1893.29,0.00381826742,-0.01219556493,0.3114583333,-0.09458407101,-0.1687934693,3.7375
1893.37,-0.08467984934,-0.01234508223,0.3111111111,-0.08072495484,-0.1565979043,3.733333333
1893.46,-0.0433023416,-0.02499984044,0.3107638889,-0.0289900362,-0.1442528221,3.729166667
1893.54,-0.08883224873,-0.02564085766,0.3104166667,0.005032002365,-0.1192529817,3.725
1893.62,-0.01900518341,-0.03947397902,0.3100694444,0.0774798425,-0.09361212401,3.720833333
1893.71,0.07613357843,0.04109620995,0.3097222222,0.1385105161,-0.02515283451,3.716666667
1893.79,0.03448321892,0.01315724618,0.309375,0.08240717199,-0.05216522972,3.7125
1893.87,0.02017037037,-0.02597386796,0.3090277778,0.02070483105,-0.09310008953,3.708333333
1893.96,-0.03045222465,-0.01333381761,0.3086805556,0.0046300828,-0.06712622157,3.704166667
1894.04,-0.01574640967,-0.02702687163,0.3083333333,0.02989797566,-0.06807742325,3.7
1894.12,0.01858217593,-0.01388821569,0.3066666667,0.03805330006,-0.04105055162,3.68
1894.21,0.03424657534,-0.02816882824,0.305,0.009406418252,-0.02716233594,3.66
1894.29,0.01767738359,0,0.3033333333,-0.02076298923,0.001006492305,3.64
1894.37,-0.03294493071,0,0.3016666667,0.008562411584,0.04448384126,3.62
1894.46,-0.00928030303,0,0.3,0.1002735513,0.0583732392,3.6
1894.54,-0.0163844086,0,0.2983333333,0.1326919599,0.07207119848,3.58
1894.62,0.0420254902,0.02898531047,0.2966666667,0.1568476451,0.05855833782,3.56
1894.71,0.02003023432,0.01408381474,0.295,0.1331254741,0.01587390201,3.54
1894.79,-0.02721912202,-0.02777761362,0.2933333333,0.1227507721,0.001790087266,3.52
1894.87,0.00409562212,0,0.2916666667,0.1387890505,0.02956770089,3.5
1894.96,-0.005184331797,-0.01428501929,0.29,0.1043723757,0.02956770089,3.48
1895.04,-0.007591085271,0,0.2883333333,0.05418270606,0.02996450449,3.46
1895.12,-0.01006470588,0,0.2893055556,0.05384940861,0.01587949085,3.471666667
1895.21,0.00407716786,0,0.2902777778,0.1097435446,0.001594471559,3.483333333
1895.29,0.04700278441,0.04347734896,0.29125,0.09344727564,0.001594471559,3.495
1895.37,0.058766209,0.01388939794,0.2922222222,0.05912904222,-0.05637614954,3.506666667
1895.46,0.02313810557,0.01369795928,0.2931944444,-0.0006590370635,-0.08497196371,3.518333333
1895.54,0.007771276596,-0.01351286066,0.2941666667,-0.03847517293,-0.1135945756,3.53
1895.62,0.01830331921,-0.01369912534,0.2951388889,-0.1075080236,-0.1000817149,3.541666667
1895.71,0.009655532359,0,0.2961111111,-0.1789610953,-0.08638258958,3.553333333
1895.79,-0.01118084371,0,0.2970833333,-0.1321315008,-0.08638258958,3.565
1895.87,-0.03032105263,0,0.2980555556,-0.09473079008,-0.05607975464,3.576666667
1895.96,-0.05537400145,-0.01388821569,0.2990277778,0.007557742224,-0.02666817412,3.588333333
1896.04,-0.007924382716,-0.01408501365,0.3,0.02982672085,-0.01277995844,3.6
1896.12,0.04582943013,-0.01428501929,0.2986111111,0.04130560593,-0.02726619955,3.583333333
1896.21,-0.01221910112,0,0.2972222222,-0.01044799482,-0.01298118026,3.566666667
1896.29,0.01268455099,-0.01449327214,0.2958333333,0.00775196755,-0.01298118026,3.55
1896.37,-0.001021870287,-0.01470641623,0.2944444444,-0.03237888416,-0.01319432435,3.533333333
1896.46,-0.0146780303,-0.01492465259,0.2930555556,-0.02273632421,-0.01341256071,3.516666667
1896.54,-0.06126157407,0,0.2916666667,0.04218680413,0.001512091881,3.5
